client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score
943,Mcclain-Romero,NGO,Financial Services,Medium,NL,0,0,0,0,1,1.0
944,Suarez Group,Individual,Defense/Arms,High,AU,1,1,0,0,1,0.0
945,"Solomon, Campbell and Jensen",Corporate,NGO/Charity,High,UK,0,0,0,0,0,0.0
946,"Saunders, Holland and Kline",NGO,NGO/Charity,High,CH,0,0,0,0,0,1.0
947,"Davis, Martinez and Flores",Individual,Defense/Arms,High,US,0,0,0,0,1,0.0
948,Vargas-Johns,NGO,Consulting,Low,CA,0,0,0,0,0,0.0
949,Williams Ltd,Corporate,Energy/Oil,High,KP,0,0,1,1,1,0.0
950,Butler-Boyd,Corporate,Casino/Gambling,High,SG,0,0,0,0,0,0.0
951,Jones-Patton,NGO,Financial Services,Medium,SG,0,0,0,0,1,0.0
952,Brown PLC,Financial Institution,NGO/Charity,High,AE,0,0,0,0,0,0.0
953,Wagner Ltd,Financial Institution,Import/Export,Medium,KP,0,0,1,1,0,0.0
954,Madden-Daniels,Financial Institution,Defense/Arms,High,AF,1,0,0,0,1,0.0
955,"Mcintosh, Sullivan and Frost",NGO,Import/Export,Medium,RU,0,0,0,1,0,0.0
956,Woods Group,Corporate,Crypto Exchange,High,SD,0,0,0,1,0,1.0
957,Navarro-Adams,Corporate,Defense/Arms,High,UK,0,0,0,0,1,0.0
958,"Powell, Lee and Aguilar",Financial Institution,Crypto Exchange,High,CH,0,0,0,0,0,0.0
959,"Randolph, Davis and Wright",Individual,NGO/Charity,High,IN,0,0,0,0,0,0.0
960,Farmer Inc,Financial Institution,Import/Export,Medium,FR,0,0,0,0,0,0.0
961,"Smith, Boyd and Myers",Individual,Casino/Gambling,High,VE,0,0,0,1,0,0.0
962,Fischer-Haynes,NGO,NGO/Charity,High,IR,0,0,1,1,0,1.0
963,Burke-Harris,Corporate,Tech,Low,IN,0,0,0,0,0,0.0
964,Jones-Campos,Individual,Import/Export,Medium,KP,0,0,1,1,0,0.0
965,Marshall Ltd,NGO,Import/Export,Medium,SY,0,0,0,1,0,0.5
966,"Medina, Love and Ramirez",NGO,Real Estate,Medium,VE,0,0,0,1,0,0.0
967,Erickson-Sullivan,NGO,Crypto Exchange,High,CH,0,0,0,0,0,0.0
968,Carter Ltd,NGO,Financial Services,Medium,IR,0,0,1,1,1,0.0
969,"Smith, Guerrero and Andrews",Individual,Consulting,Low,CN,0,0,0,0,0,0.0
970,"Fox, Butler and Day",Financial Institution,Import/Export,Medium,UK,0,0,0,0,0,0.0
971,"Kline, Jones and Garrison",NGO,Real Estate,Medium,IN,1,0,0,0,0,1.0
972,"Barnes, Simon and Martinez",NGO,Casino/Gambling,High,IN,0,0,0,0,0,0.0
973,"Carroll, Reid and Cardenas",Financial Institution,Energy/Oil,High,JP,0,0,0,0,1,0.0
974,Franklin Group,NGO,Import/Export,Medium,DE,0,0,0,0,0,0.0
975,"Burke, Swanson and Warren",Financial Institution,Financial Services,Medium,FR,0,0,0,0,1,0.0
976,"Brown, Perez and Murphy",Financial Institution,Retail,Low,SD,1,0,0,1,0,0.0
977,Morris-Cooper,Financial Institution,Financial Services,Medium,US,0,0,0,0,1,0.0
978,"Lawson, Campos and Middleton",Financial Institution,Real Estate,Medium,JP,0,0,0,0,0,0.0
979,Best Ltd,Corporate,Crypto Exchange,High,CH,0,0,0,0,0,0.0
980,"Martin, Villarreal and Smith",NGO,Crypto Exchange,High,DE,0,0,0,0,0,0.0
981,Doyle-Torres,Corporate,Consulting,Low,UK,0,0,0,0,0,0.0
982,Jones-Arnold,Individual,Energy/Oil,High,CH,0,0,0,0,1,0.0
983,Reynolds-Gray,Corporate,Import/Export,Medium,SD,0,0,0,1,0,0.0
984,Roberts Ltd,Corporate,Energy/Oil,High,VE,0,0,0,1,1,0.0
985,Stewart-Mueller,Financial Institution,Tech,Low,VE,0,0,0,1,0,0.0
986,Chang-Williams,Corporate,Crypto Exchange,High,CN,0,0,0,0,0,1.0
987,Thomas and Sons,Financial Institution,Casino/Gambling,High,CH,0,0,0,0,0,0.0
988,"Smith, White and Park",Financial Institution,Real Estate,Medium,FR,0,0,0,0,0,0.0
989,Scott-Smith,Individual,Financial Services,Medium,CA,0,0,0,0,1,0.0
990,"Randall, Johnson and Dominguez",Individual,Energy/Oil,High,SG,0,0,0,0,1,0.0
991,Roberts Group,NGO,Casino/Gambling,High,RU,0,0,0,1,0,0.0
992,Delacruz PLC,NGO,Consulting,Low,IR,0,0,1,1,0,0.0
993,Lopez-Hudson,Financial Institution,Consulting,Low,FR,0,0,0,0,0,0.0
994,"Murphy, Gonzalez and Harmon",Individual,Crypto Exchange,High,IN,0,0,0,0,0,0.0
995,Lewis LLC,Individual,Energy/Oil,High,IN,0,0,0,0,1,0.0
996,Mullins-Hamilton,Individual,Retail,Low,JP,0,0,0,0,0,0.0
997,Lewis PLC,Individual,Defense/Arms,High,IN,0,0,0,0,1,0.0
998,"Tyler, Jones and Green",NGO,Crypto Exchange,High,SD,0,0,0,1,0,0.5
999,Goodman-Salinas,Corporate,NGO/Charity,High,CH,0,0,0,0,0,0.0
1000,Vaughan-Wu,NGO,Energy/Oil,High,SG,0,0,0,0,1,0.0
1001,"Jones, Davis and Crane",Individual,Retail,Low,CN,0,0,0,0,0,0.0
1002,Krueger Ltd,Individual,Real Estate,Medium,FR,0,0,0,0,0,0.0
1003,Barrett-Trujillo,NGO,Real Estate,Medium,US,0,0,0,0,0,0.5
1004,Garcia PLC,NGO,Financial Services,Medium,IN,0,0,0,0,1,0.5
1005,"Miller, Sampson and Alexander",Financial Institution,Retail,Low,US,0,0,0,0,0,0.0
1006,"Wells, Blackwell and Hardin",NGO,Tech,Low,VE,0,0,0,1,0,0.5
1007,"Brown, Gonzalez and Herman",Individual,Casino/Gambling,High,LB,0,0,0,0,0,0.0
1008,"Mullen, Irwin and May",Financial Institution,Tech,Low,CH,0,0,0,0,0,0.0
1009,Washington-West,NGO,Crypto Exchange,High,RU,0,0,0,1,0,0.5
1010,"Esparza, Leon and Barber",NGO,Energy/Oil,High,FR,0,0,0,0,1,0.0
1011,"Lewis, Dickerson and Bradley",Corporate,Real Estate,Medium,CA,0,0,0,0,0,0.0
1012,"Hill, Bullock and Stephens",NGO,Tech,Low,LB,1,0,0,0,0,0.5
1013,Smith Ltd,Individual,Financial Services,Medium,IN,0,0,0,0,1,0.0
1014,Pena Ltd,Individual,Retail,Low,SD,0,0,0,1,0,0.0
1015,Nguyen-Parsons,NGO,Defense/Arms,High,UK,0,0,0,0,1,0.0
1016,Sanders Ltd,Individual,Energy/Oil,High,IN,0,0,0,0,1,0.0
1017,"Harris, Morgan and Carlson",Individual,Crypto Exchange,High,FR,0,0,0,0,0,0.0
1018,Farley and Sons,NGO,Consulting,Low,DE,0,0,0,0,0,0.0
1019,Frazier-Wilson,Individual,Tech,Low,US,0,0,0,0,0,0.0
1020,"Chapman, Ramsey and Smith",Financial Institution,Real Estate,Medium,JP,0,0,0,0,0,0.0
1021,Mayer-Smith,Financial Institution,Crypto Exchange,High,RU,0,0,0,1,0,0.0
1022,Velez-Stark,Corporate,NGO/Charity,High,JP,0,0,0,0,0,0.5
1023,Daniels-Andrews,Individual,Energy/Oil,High,CA,0,0,0,0,1,0.0
1024,Mason and Sons,Individual,Casino/Gambling,High,SY,0,0,0,1,0,0.0
1025,Jones and Sons,NGO,Crypto Exchange,High,CA,0,0,0,0,0,0.0
1026,Liu-Hurley,Financial Institution,Tech,Low,IN,0,1,0,0,0,0.0
1027,Cowan-Howe,NGO,Financial Services,Medium,RU,0,1,0,1,1,0.0
1028,"Bush, Miller and Scott",NGO,Real Estate,Medium,CH,0,0,0,0,0,0.0
1029,"Vang, Rios and Oconnor",Corporate,Retail,Low,JP,0,0,0,0,0,0.0
1030,Johnson Inc,Financial Institution,Consulting,Low,SY,0,0,0,1,0,0.0
1031,Perez-Ferrell,Financial Institution,Defense/Arms,High,IR,0,0,1,1,1,0.0
1032,Watson Inc,Financial Institution,Import/Export,Medium,SD,0,0,0,1,0,0.0
1033,Henderson-Beck,Individual,NGO/Charity,High,DE,0,0,0,0,0,0.0
1034,Foster-Williams,Individual,Crypto Exchange,High,KP,0,0,1,1,0,0.0
1035,Lopez Ltd,Financial Institution,Tech,Low,RU,0,0,0,1,0,0.0
1036,Stone Ltd,Corporate,NGO/Charity,High,DE,1,0,0,0,0,0.5
1037,Friedman-Carroll,Financial Institution,Retail,Low,NL,0,0,0,0,0,0.0
1038,Powell-Ponce,NGO,Casino/Gambling,High,FR,0,0,0,0,0,0.0
1039,Merritt LLC,Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0.0
1040,Krueger-Garcia,NGO,Defense/Arms,High,RU,0,0,0,1,1,0.5
1041,Flores Ltd,Individual,Retail,Low,NL,0,0,0,0,0,0.0
1042,Richards-Miller,NGO,Import/Export,Medium,VE,0,0,0,1,0,1.0
1043,"Stevens, Weaver and Pace",NGO,Casino/Gambling,High,SD,0,0,0,1,0,1.0
1044,Fuller Inc,Individual,Casino/Gambling,High,VE,0,0,0,1,0,0.0
1045,Ramos-Gonzalez,NGO,Defense/Arms,High,AF,0,0,0,0,1,0.0
1046,"Cook, Brown and Ramos",Corporate,Import/Export,Medium,NL,0,0,0,0,0,0.0
1047,Johnson PLC,NGO,Casino/Gambling,High,IN,0,0,0,0,0,0.0
1048,Pineda LLC,Individual,NGO/Charity,High,IR,0,0,1,1,0,0.0
1049,Pitts PLC,Corporate,Crypto Exchange,High,SD,0,0,0,1,0,0.0
1050,"Evans, Bonilla and Ramirez",Individual,Retail,Low,AU,0,0,0,0,0,0.0
1051,Fisher Group,Corporate,Import/Export,Medium,AF,0,0,0,0,0,0.0
1052,Lambert PLC,Individual,Consulting,Low,AF,0,0,0,0,0,0.0
1053,Hernandez PLC,NGO,Financial Services,Medium,IR,0,0,1,1,1,0.0
1054,Kramer and Sons,Financial Institution,Consulting,Low,AU,0,0,0,0,0,0.0
1055,"Padilla, Copeland and Thompson",Corporate,NGO/Charity,High,IN,0,0,0,0,0,0.5
1056,Garcia Group,Corporate,Import/Export,Medium,DE,0,0,0,0,0,0.0
1057,Burton-Bryan,Corporate,Real Estate,Medium,VE,0,0,0,1,0,0.0
1058,"Khan, Whitaker and Bailey",Individual,Tech,Low,VE,0,0,0,1,0,0.0
1059,King LLC,Corporate,Retail,Low,AU,0,0,0,0,0,0.0
1060,"Davis, Chang and Moore",Financial Institution,Crypto Exchange,High,AF,0,0,0,0,0,0.0
1061,"Foster, Gutierrez and Warren",Corporate,Tech,Low,KP,0,0,1,1,0,0.5
1062,Hill-Wallace,Corporate,Real Estate,Medium,CH,0,0,0,0,0,0.0
1063,Young Group,NGO,Financial Services,Medium,AE,0,0,0,0,1,0.0
1064,Mullins-Bates,Individual,NGO/Charity,High,KP,0,0,1,1,0,0.0
1065,Taylor and Sons,Individual,Defense/Arms,High,UK,0,0,0,0,1,0.0
1066,Reed-Mcgee,Corporate,Retail,Low,IN,0,0,0,0,0,0.0
1067,"Hansen, Dixon and Sutton",NGO,Casino/Gambling,High,IR,0,0,1,1,0,0.0
1068,"Friedman, Munoz and Horton",Financial Institution,Consulting,Low,CN,0,0,0,0,0,0.0
1069,Dyer-Martin,Financial Institution,Financial Services,Medium,CA,0,0,0,0,1,0.0
1070,"Perry, Cox and Love",NGO,Tech,Low,SY,0,0,0,1,0,1.0
1071,Romero Inc,Financial Institution,Financial Services,Medium,SD,0,0,0,1,1,0.0
1072,Martin-Sullivan,Corporate,Energy/Oil,High,VE,0,0,0,1,1,0.0
1073,Martinez Ltd,Corporate,NGO/Charity,High,AE,1,0,0,0,0,0.5
1074,Leon PLC,Individual,Crypto Exchange,High,SG,1,0,0,0,0,0.0
1075,Flores-Allen,NGO,Retail,Low,JP,0,0,0,0,0,0.0
1076,"Green, Harris and Nelson",Corporate,Defense/Arms,High,CH,0,0,0,0,1,1.0
1077,Hull-Mccoy,Financial Institution,Retail,Low,VE,0,0,0,1,0,0.0
1078,Blake-Gonzales,Financial Institution,Defense/Arms,High,NL,0,0,0,0,1,0.0
1079,Moyer Ltd,NGO,Retail,Low,IR,0,0,1,1,0,1.0
1080,"Cochran, Skinner and Moore",Individual,Defense/Arms,High,UK,0,0,0,0,1,0.0
1081,Jones Group,Corporate,Energy/Oil,High,KP,0,0,1,1,1,0.5
1082,Mendoza and Sons,Financial Institution,Retail,Low,NL,0,0,0,0,0,0.0
1083,"Butler, Schneider and Wallace",Corporate,Casino/Gambling,High,DE,0,0,0,0,0,0.0
1084,"Wallace, Oconnor and Wilson",Individual,Tech,Low,IR,0,0,1,1,0,0.0
1085,"Grant, Smith and Hinton",Individual,Energy/Oil,High,IN,0,0,0,0,1,0.0
1086,Carey Group,Financial Institution,Crypto Exchange,High,VE,0,0,0,1,0,0.0
1087,Duncan-Dudley,NGO,Import/Export,Medium,VE,1,0,0,1,0,0.0
1088,Rodriguez LLC,Corporate,Financial Services,Medium,IR,0,0,1,1,1,0.0
1089,Johnston PLC,NGO,Energy/Oil,High,RU,0,0,0,1,1,0.0
1090,Murphy-Nolan,NGO,Energy/Oil,High,AE,0,0,0,0,1,0.5
1091,"Martin, Porter and Reed",NGO,Crypto Exchange,High,RU,0,0,0,1,0,0.5
1092,Hunter-Smith,NGO,Consulting,Low,RU,0,0,0,1,0,0.0
1093,Bradshaw Group,Financial Institution,Tech,Low,IN,0,0,0,0,0,0.0
1094,Daniels-Gonzalez,Financial Institution,Casino/Gambling,High,VE,0,0,0,1,0,0.0
1095,Rogers-Bailey,Financial Institution,Financial Services,Medium,LB,0,0,0,0,1,0.0
1096,"Alvarez, Smith and Lewis",Financial Institution,Retail,Low,IN,0,0,0,0,0,0.0
1097,Lindsey-Garza,NGO,NGO/Charity,High,IR,0,0,1,1,0,0.0
1098,Baker and Sons,Corporate,Crypto Exchange,High,SY,0,0,0,1,0,0.0
1099,"Moore, Barnes and Hood",Corporate,Energy/Oil,High,AU,0,0,0,0,1,0.0
1100,Scott-Hayes,NGO,NGO/Charity,High,CN,1,0,0,0,0,0.5
1101,"Armstrong, Anderson and Stafford",Financial Institution,NGO/Charity,High,SD,0,0,0,1,0,0.0
1102,Barrett-Harris,Individual,Consulting,Low,IR,0,0,1,1,0,0.0
1103,Bond Ltd,Corporate,Energy/Oil,High,JP,0,0,0,0,1,0.5
1104,"Davies, Mitchell and Castillo",Individual,Defense/Arms,High,CH,0,0,0,0,1,0.0
1105,Nash-Reid,Individual,Defense/Arms,High,FR,0,0,0,0,1,0.0
1106,Gomez Group,Financial Institution,Real Estate,Medium,UK,0,0,0,0,0,0.0
1107,Patterson-Dean,Corporate,Retail,Low,AE,0,0,0,0,0,1.0
1108,"Cooper, Gray and Lewis",Corporate,Crypto Exchange,High,UK,0,0,0,0,0,0.5
1109,Lopez-West,Financial Institution,Consulting,Low,SD,0,0,0,1,0,0.0
1110,Myers Ltd,Corporate,NGO/Charity,High,SD,0,0,0,1,0,0.0
1111,Deleon-Sullivan,NGO,Defense/Arms,High,NL,0,0,0,0,1,0.0
1112,Wilkinson PLC,Financial Institution,Energy/Oil,High,FR,0,0,0,0,1,0.0
1113,Williams-Sims,NGO,Energy/Oil,High,SD,0,0,0,1,1,0.0
1114,Ward Ltd,Individual,Financial Services,Medium,IR,0,0,1,1,1,0.0
1115,Mullins LLC,Financial Institution,Real Estate,Medium,US,0,0,0,0,0,0.0
1116,White Inc,Financial Institution,Defense/Arms,High,CA,0,0,0,0,1,0.0
1117,Yates-Stevenson,Individual,Energy/Oil,High,SD,0,0,0,1,1,0.0
1118,"Hernandez, Hurst and Zhang",Financial Institution,Defense/Arms,High,RU,0,0,0,1,1,0.0
1119,"Drake, Snyder and Walls",Individual,Real Estate,Medium,IR,0,0,1,1,0,0.0
1120,"Castro, Phelps and Neal",Financial Institution,Financial Services,Medium,SD,0,0,0,1,1,0.0
1121,Anderson-Baker,Individual,Defense/Arms,High,FR,0,0,0,0,1,0.0
1122,Walker PLC,Corporate,Import/Export,Medium,CH,0,0,0,0,0,0.0
1123,Moran LLC,Financial Institution,NGO/Charity,High,CA,0,0,0,0,0,0.0
1124,"Chandler, Boyd and Guzman",Corporate,Retail,Low,SY,1,0,0,1,0,0.0
1125,"Sampson, Johnson and Butler",NGO,Defense/Arms,High,KP,0,0,1,1,1,0.0
1126,"Frazier, Fox and Shepherd",Corporate,Consulting,Low,KP,0,0,1,1,0,0.0
1127,"Bruce, Howard and Roach",Corporate,Real Estate,Medium,SY,0,0,0,1,0,0.0
1128,Baker and Sons,Financial Institution,Crypto Exchange,High,DE,0,0,0,0,0,0.0
1129,"Bush, Frazier and Rogers",Corporate,Financial Services,Medium,UK,0,0,0,0,1,0.0
1130,Berry and Sons,NGO,Casino/Gambling,High,RU,0,0,0,1,0,0.0
1131,"Flores, Rowe and Hughes",Corporate,Consulting,Low,IN,0,0,0,0,0,0.0
1132,"Baxter, Hunter and Everett",Corporate,Retail,Low,AU,0,0,0,0,0,0.0
1133,Mcconnell LLC,NGO,Casino/Gambling,High,KP,0,0,1,1,0,0.0
1134,Bright LLC,NGO,Import/Export,Medium,CN,0,0,0,0,0,0.5
1135,Moon Group,NGO,Tech,Low,FR,0,0,0,0,0,0.0
1136,"Jenkins, Williamson and Holloway",Financial Institution,Tech,Low,UK,0,0,0,0,0,0.0
1137,"Walsh, Carroll and Grant",Financial Institution,Crypto Exchange,High,DE,0,0,0,0,0,0.0
1138,Johnson Inc,Individual,Defense/Arms,High,AU,0,0,0,0,1,0.0
1139,"Olson, Allison and Andrews",Financial Institution,Consulting,Low,CN,0,0,0,0,0,0.0
1140,"Stokes, Ashley and Gutierrez",Individual,Casino/Gambling,High,SG,0,0,0,0,0,0.0
1141,"Hughes, Moore and Martinez",Individual,Defense/Arms,High,VE,0,0,0,1,1,0.0
1142,Jackson-Green,Financial Institution,Financial Services,Medium,SD,1,0,0,1,1,0.0
1143,Harvey Ltd,Financial Institution,Financial Services,Medium,AE,0,0,0,0,1,0.0
1144,"Castillo, Lawson and Estrada",Financial Institution,NGO/Charity,High,SG,0,0,0,0,0,0.0
1145,King-Walton,Financial Institution,Retail,Low,NL,0,0,0,0,0,0.0
1146,Harper-Bentley,Corporate,Casino/Gambling,High,SY,0,0,0,1,0,0.0
1147,Todd and Sons,NGO,Crypto Exchange,High,DE,0,0,0,0,0,0.0
1148,Jordan-Bailey,NGO,Consulting,Low,JP,0,0,0,0,0,0.5
1149,"Robinson, Bell and Wheeler",Financial Institution,Real Estate,Medium,AF,0,0,0,0,0,0.0
1150,"Fuller, Hartman and Lambert",Financial Institution,NGO/Charity,High,FR,0,0,0,0,0,0.0
1151,"Baldwin, Booth and Mitchell",Corporate,Casino/Gambling,High,AE,0,0,0,0,0,0.0
1152,Brady-Burton,Financial Institution,Defense/Arms,High,IN,0,0,0,0,1,0.0
1153,Wagner-Huang,Financial Institution,Financial Services,Medium,NL,0,0,0,0,1,0.0
1154,Moore-Aguilar,Individual,Energy/Oil,High,VE,0,0,0,1,1,0.0
1155,Mclaughlin-Keith,Financial Institution,Real Estate,Medium,VE,0,0,0,1,0,0.0
1156,Mendez-Sanchez,Corporate,Import/Export,Medium,SG,0,0,0,0,0,0.5
1157,Moore Ltd,NGO,Financial Services,Medium,VE,0,0,0,1,1,0.0
1158,Quinn PLC,Individual,Defense/Arms,High,CH,1,0,0,0,1,0.0
1159,"Rodriguez, Murray and Zuniga",NGO,Retail,Low,DE,0,0,0,0,0,0.0
1160,"Buchanan, Hicks and Hodge",Corporate,Retail,Low,US,1,0,0,0,0,0.0
1161,Nicholson-Harris,Financial Institution,Financial Services,Medium,IR,1,0,1,1,1,0.0
1162,Sanchez-Luna,Financial Institution,Real Estate,Medium,SY,0,0,0,1,0,0.0
1163,Marshall PLC,NGO,NGO/Charity,High,IR,0,0,1,1,0,0.0
1164,Hill Inc,NGO,Energy/Oil,High,FR,0,0,0,0,1,0.0
1165,"Rangel, Taylor and Gomez",Corporate,Defense/Arms,High,VE,0,0,0,1,1,1.0
1166,"Townsend, Stone and Buchanan",NGO,Retail,Low,SY,0,0,0,1,0,0.0
1167,"Garcia, Willis and Johns",NGO,Consulting,Low,US,0,0,0,0,0,0.0
1168,Brown Group,NGO,Energy/Oil,High,JP,0,0,0,0,1,0.0
1169,"Rodriguez, Nunez and Wood",Corporate,Import/Export,Medium,CH,0,0,0,0,0,0.0
1170,Olson LLC,Individual,Consulting,Low,SG,0,0,0,0,0,0.0
1171,"Rodriguez, Castillo and Velazquez",NGO,Real Estate,Medium,CH,0,0,0,0,0,1.0
1172,Weeks Ltd,NGO,Import/Export,Medium,KP,0,0,1,1,0,0.0
1173,Ryan LLC,Financial Institution,Tech,Low,DE,0,0,0,0,0,0.0
1174,Mack and Sons,Corporate,Defense/Arms,High,UK,0,0,0,0,1,0.0
1175,"Harper, Jordan and Bryant",Individual,Tech,Low,KP,0,0,1,1,0,0.0
1176,Miller PLC,NGO,Consulting,Low,CA,0,0,0,0,0,1.0
1177,James-Morris,Individual,Defense/Arms,High,JP,0,0,0,0,1,0.0
1178,Tate-Wise,Individual,Casino/Gambling,High,US,0,0,0,0,0,0.0
1179,"Thomas, Flores and Hansen",Individual,NGO/Charity,High,SY,0,0,0,1,0,0.0
1180,"Garcia, Fernandez and Kirby",NGO,Casino/Gambling,High,FR,0,0,0,0,0,0.0
1181,Zamora PLC,Corporate,Import/Export,Medium,IR,0,0,1,1,0,1.0
1182,King-Marshall,NGO,Crypto Exchange,High,NL,0,0,0,0,0,0.5
1183,"Rowe, Williams and Gonzalez",Financial Institution,Real Estate,Medium,AU,0,0,0,0,0,0.0
1184,"Nunez, Pearson and Powell",NGO,Tech,Low,US,0,0,0,0,0,0.0
1185,Griffith and Sons,NGO,Energy/Oil,High,DE,0,0,0,0,1,0.0
1186,"Walker, Davis and Flynn",Individual,Consulting,Low,IN,0,1,0,0,0,0.0
1187,Miller Ltd,Corporate,Crypto Exchange,High,DE,0,0,0,0,0,0.0
1188,"Dunn, Webb and Williams",NGO,Tech,Low,FR,0,0,0,0,0,0.5
1189,"Carter, Olson and Phillips",NGO,Financial Services,Medium,SY,0,0,0,1,1,0.5
1190,Donaldson-Richardson,Corporate,Crypto Exchange,High,UK,0,0,0,0,0,0.0
1191,"Lindsey, Hartman and Reynolds",Corporate,Retail,Low,DE,0,0,0,0,0,0.0
1192,"Washington, Bennett and Weiss",Corporate,Casino/Gambling,High,CN,0,0,0,0,0,0.0
1193,"Villanueva, Gordon and Lewis",Individual,Crypto Exchange,High,DE,0,0,0,0,0,0.0
1194,"Chavez, Davis and Leach",NGO,Tech,Low,LB,0,0,0,0,0,0.0
1195,"Barnes, Rivers and White",Corporate,Casino/Gambling,High,SD,0,0,0,1,0,0.0
1196,Woods-Noble,NGO,Tech,Low,FR,0,0,0,0,0,0.0
1197,Cook PLC,Individual,Retail,Low,NL,0,0,0,0,0,0.0
1198,"Foster, Hardy and Thomas",NGO,Defense/Arms,High,JP,0,0,0,0,1,0.0
1199,"Taylor, Hines and Roy",Corporate,Financial Services,Medium,US,0,0,0,0,1,0.0
1200,"Mitchell, Thomas and Williams",Individual,Energy/Oil,High,CA,0,0,0,0,1,0.0
1201,"Simmons, Petersen and Henry",NGO,Consulting,Low,DE,0,0,0,0,0,0.5
1202,Gibson-Delacruz,Corporate,Consulting,Low,CH,0,0,0,0,0,1.0
1203,Miller-Gomez,Financial Institution,Crypto Exchange,High,NL,0,0,0,0,0,0.0
1204,"Wright, Smith and Phelps",Financial Institution,Crypto Exchange,High,CN,0,0,0,0,0,0.0
1205,"West, Anderson and Carter",NGO,Import/Export,Medium,LB,0,0,0,0,0,0.0
1206,Campbell PLC,Corporate,Casino/Gambling,High,JP,0,1,0,0,0,0.0
1207,Fox-Smith,Corporate,Energy/Oil,High,NL,0,0,0,0,1,0.0
1208,Olson-Tucker,Corporate,Import/Export,Medium,NL,0,0,0,0,0,0.5
1209,Oneill PLC,Corporate,Defense/Arms,High,AE,0,0,0,0,1,0.5
1210,Henderson-Rush,NGO,Crypto Exchange,High,IN,0,0,0,0,0,1.0
1211,"Jennings, Vazquez and Terry",Individual,Consulting,Low,AU,0,0,0,0,0,0.0
1212,"Brown, Mathews and Craig",Financial Institution,Real Estate,Medium,AU,0,0,0,0,0,0.0
1213,Williams-Gilmore,Individual,Financial Services,Medium,SD,0,0,0,1,1,0.0
1214,Hickman Ltd,Corporate,Casino/Gambling,High,SG,0,0,0,0,0,0.0
1215,"Barton, Davis and Turner",Financial Institution,Real Estate,Medium,LB,0,1,0,0,0,0.0
1216,"Jackson, Smith and Riddle",Individual,NGO/Charity,High,CN,0,1,0,0,0,0.0
1217,Welch-Wells,NGO,Energy/Oil,High,CA,0,0,0,0,1,0.5
1218,"Hurst, Watts and Reynolds",NGO,Tech,Low,LB,1,0,0,0,0,0.0
1219,"Thomas, Clayton and Mitchell",NGO,Consulting,Low,SY,0,1,0,1,0,1.0
1220,Harris LLC,NGO,Retail,Low,FR,0,0,0,0,0,0.0
1221,Williams Group,Financial Institution,Tech,Low,CN,0,0,0,0,0,0.0
1222,Norton and Sons,Individual,Tech,Low,AE,0,1,0,0,0,0.0
1223,"Meyer, King and Sanders",Corporate,Tech,Low,IN,0,0,0,0,0,0.5
1224,"Dawson, Bell and Richards",Individual,Crypto Exchange,High,SY,0,0,0,1,0,0.0
1225,Smith Inc,Individual,Defense/Arms,High,CN,0,0,0,0,1,0.0
1226,"Underwood, Mcdaniel and Diaz",Corporate,Retail,Low,SD,0,0,0,1,0,0.0
1227,Delgado LLC,NGO,Casino/Gambling,High,SD,0,0,0,1,0,1.0
1228,"Smith, Silva and Garcia",Individual,Casino/Gambling,High,SD,0,0,0,1,0,0.0
1229,"Ellis, Brown and Haynes",Financial Institution,Financial Services,Medium,JP,0,0,0,0,1,0.0
1230,Rivera-Fitzgerald,Corporate,Defense/Arms,High,CA,0,0,0,0,1,0.0
1231,Deleon-Welch,Individual,Casino/Gambling,High,DE,0,0,0,0,0,0.0
1232,Coleman and Sons,Corporate,NGO/Charity,High,SY,0,0,0,1,0,0.0
1233,Harris-Carey,Financial Institution,Defense/Arms,High,DE,0,0,0,0,1,0.0
1234,Martin-Martin,Corporate,Consulting,Low,CA,0,0,0,0,0,0.0
1235,Dougherty LLC,Financial Institution,Defense/Arms,High,SY,0,0,0,1,1,0.0
1236,"Aguirre, Gonzalez and Williams",Financial Institution,Tech,Low,AU,0,0,0,0,0,0.0
1237,Galvan PLC,Financial Institution,Retail,Low,JP,0,0,0,0,0,0.0
1238,Rodriguez-Gilbert,Individual,Real Estate,Medium,SD,0,0,0,1,0,0.0
1239,Nguyen PLC,NGO,Consulting,Low,AF,0,0,0,0,0,0.5
1240,Fry-Williams,Individual,Tech,Low,VE,1,0,0,1,0,0.0
1241,"Garcia, Beard and Hamilton",Corporate,Financial Services,Medium,AU,0,0,0,0,1,0.5
1242,Torres LLC,Financial Institution,Financial Services,Medium,UK,0,0,0,0,1,0.0
1243,Ford-Reese,Financial Institution,Import/Export,Medium,DE,1,0,0,0,0,0.0
1244,Cowan-Smith,Individual,Financial Services,Medium,AF,0,0,0,0,1,0.0
1245,Camacho Group,Financial Institution,NGO/Charity,High,CA,0,0,0,0,0,0.0
1246,Chavez Inc,Corporate,Energy/Oil,High,AE,0,0,0,0,1,0.0
1247,"Best, Kent and Walker",Individual,Consulting,Low,IN,0,0,0,0,0,0.0
1248,Thomas-Moore,NGO,Defense/Arms,High,NL,0,0,0,0,1,0.0
1249,Nichols-Allison,Corporate,Consulting,Low,SY,0,0,0,1,0,1.0
